STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
SD ,Grant                       ,46,51,3070,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Gregory                     ,46,53,1960,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hamlin                      ,46,57,2020,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hand                        ,46,59,1480,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hanson                      ,46,61,1080,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hughes                      ,46,65,6660,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hutchinson                  ,46,67,3140,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Hyde                        ,46,69,680,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Jerauld                     ,46,73,980,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Jones                       ,46,75,490,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Kingsbury                   ,46,77,2370,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Lake                        ,46,79,4460,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Lincoln                     ,46,83,9620,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Lyman                       ,46,85,1380,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Mccook                      ,46,87,2180,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Mcpherson                   ,46,89,1160,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Marshall                    ,46,91,1750,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Mellette                    ,46,95,680,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Miner                       ,46,97,1190,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Minnehaha                   ,46,99,59290,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Moody                       ,46,101,2500,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Potter                      ,46,107,1090,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Roberts                     ,46,109,3630,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Sanborn                     ,46,111,990,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Spink                       ,46,115,2770,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Stanley                     ,46,117,1070,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Sully                       ,46,119,590,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Todd                        ,46,121,2420,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Tripp                       ,46,123,2470,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Turner                      ,46,125,3520,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Walworth                    ,46,129,2470,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
SD ,Yankton                     ,46,135,8140,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
IN ,Elkhart                     ,18,39,65900,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Fulton                      ,18,49,8160,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Kosciusko                   ,18,85,27540,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Lagrange                    ,18,87,10900,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Marshall                    ,18,99,16450,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Pulaski                     ,18,131,5130,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,St. Joseph                  ,18,141,100710,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Starke                      ,18,149,8710,87,SOUTH BEND (IN) - ELKHART (IN)                                       
MI ,Berrien                     ,26,21,63160,87,SOUTH BEND (IN) - ELKHART (IN)                                       
MI ,Cass                        ,26,27,19810,87,SOUTH BEND (IN) - ELKHART (IN)                                       
ID ,Benewah                     ,16,9,3630,79,SPOKANE (WA)                                                         
ID ,Bonner                      ,16,17,14720,79,SPOKANE (WA)                                                         
ID ,Boundary                    ,16,21,3390,79,SPOKANE (WA)                                                         
ID ,Clearwater                  ,16,35,3400,79,SPOKANE (WA)                                                         
ID ,Idaho                       ,16,49,5750,79,SPOKANE (WA)                                                         
ID ,Kootenai                    ,16,55,43190,79,SPOKANE (WA)                                                         
ID ,Latah                       ,16,57,12460,79,SPOKANE (WA)                                                         
ID ,Lewis                       ,16,61,1400,79,SPOKANE (WA)                                                         
ID ,Nez Perce                   ,16,69,15180,79,SPOKANE (WA)                                                         
ID ,Shoshone                    ,16,79,5760,79,SPOKANE (WA)                                                         
MT ,Lincoln                     ,30,53,7220,79,SPOKANE (WA)                                                         
OR ,Wallowa                     ,41,63,2930,79,SPOKANE (WA)                                                         
WA ,Adams                       ,53,1,5310,79,SPOKANE (WA)                                                         
WA ,Asotin                      ,53,3,8140,79,SPOKANE (WA)                                                         
WA ,Columbia                    ,53,13,1650,79,SPOKANE (WA)                                                         
WA ,Ferry                       ,53,19,2770,79,SPOKANE (WA)                                                         
WA ,Garfield                    ,53,23,950,79,SPOKANE (WA)                                                         
WA ,Grant                       ,53,25,25260,79,SPOKANE (WA)                                                         
WA ,Lincoln                     ,53,43,4260,79,SPOKANE (WA)                                                         
WA ,Okanogan                    ,53,47,14580,79,SPOKANE (WA)                                                         
WA ,Pend Oreille                ,53,51,4740,79,SPOKANE (WA)                                                         
WA ,Spokane                     ,53,63,164830,79,SPOKANE (WA)                                                         
WA ,Stevens                     ,53,65,14560,79,SPOKANE (WA)                                                         
WA ,Whitman                     ,53,75,15050,79,SPOKANE (WA)                                                         
MA ,Franklin                    ,25,11,28770,106,SPRINGFIELD (MA) - HOLYOKE (MA)                                      
MA ,Hampden                     ,25,13,174330,106,SPRINGFIELD (MA) - HOLYOKE (MA)                                      
MA ,Hampshire                   ,25,15,55230,106,SPRINGFIELD (MA) - HOLYOKE (MA)                                      
AR ,Baxter                      ,5,5,17170,73,SPRINGFIELD (MO)                                                     
AR ,Boone                       ,5,9,13820,73,SPRINGFIELD (MO)                                                     
AR ,Carroll                     ,5,15,10260,73,SPRINGFIELD (MO)                                                     
AR ,Fulton                      ,5,49,4770,73,SPRINGFIELD (MO)                                                     
AR ,Marion                      ,5,89,7130,73,SPRINGFIELD (MO)                                                     
AR ,Newton                      ,5,101,3440,73,SPRINGFIELD (MO)                                                     
MO ,Barry                       ,29,9,13630,73,SPRINGFIELD (MO)                                                     
MO ,Benton                      ,29,15,7530,73,SPRINGFIELD (MO)                                                     
MO ,Camden                      ,29,29,16490,73,SPRINGFIELD (MO)                                                     
MO ,Cedar                       ,29,39,5600,73,SPRINGFIELD (MO)                                                     
